,ChannelID,subs,nvideos,views,Category,Language,Type
Y9266,Y9266,99237,73,36054,gaming,English,NGO
Y9267,Y9267,146377,10,110218,music,English,Individual
Y9268,Y9268,132857,28,140710,food,Franch,NGO
Y9269,Y9269,51159,97,73946,gaming,English,Goverment
Y9270,Y9270,135481,90,202862,gaming,Spanish,Individual
Y9271,Y9271,231227,8,81526,travel,English,Goverment
Y9272,Y9272,33313,35,2159,music,English,Individual
Y9273,Y9273,48974,56,66035,travel,English,Individual
Y9274,Y9274,134982,2,181607,food,English,Individual
Y9275,Y9275,180332,15,203746,news,English,Goverment
Y9276,Y9276,32432,69,11007,gaming,English,NGO
Y9277,Y9277,88136,23,20646,news,Japanese,Individual
Y9278,Y9278,1,1,498,news,Spanish,Individual
Y9279,Y9279,56522,7,13184,travel,English,Individual
Y9280,Y9280,89830,18,14272,food,English,Individual
Y9281,Y9281,86746,19,31499,news,English,Goverment
Y9282,Y9282,172434,28,114446,gaming,Spanish,NGO
Y9283,Y9283,130968,36,184659,music,English,Corperate
Y9284,Y9284,89693,88,44693,music,Russia,Goverment
Y9285,Y9285,7100,5,7514,news,Russia,Goverment
Y9286,Y9286,85186,4,95865,music,English,Corperate
Y9287,Y9287,26335,83,24050,news,English,Goverment
Y9288,Y9288,134970,53,198029,music,English,Individual
Y9289,Y9289,77257,54,34054,music,English,Corperate
Y9290,Y9290,61558,44,66464,gaming,English,Individual
Y9291,Y9291,182730,17,183577,travel,Russia,Corperate
Y9292,Y9292,14073,85,2145,food,English,Individual
Y9293,Y9293,68801,21,101171,news,Franch,Goverment
Y9294,Y9294,83471,79,87370,news,Russia,NGO
Y9295,Y9295,91427,15,50809,gaming,Franch,Individual
Y9296,Y9296,76898,31,25889,gaming,English,NGO
Y9297,Y9297,139028,54,180504,music,Russia,Corperate
Y9298,Y9298,42490,75,12753,news,English,NGO
Y9299,Y9299,179971,63,154265,music,English,Individual
Y9300,Y9300,97382,89,143558,travel,English,Individual
Y9301,Y9301,9030,11,5173,food,English,NGO
Y9302,Y9302,53280,56,26477,travel,English,NGO
Y9303,Y9303,27319,86,8536,music,English,Individual
Y9304,Y9304,47199,38,63369,food,Russia,Individual
Y9305,Y9305,178310,59,171483,food,English,NGO
Y9306,Y9306,107326,46,64855,travel,English,Individual
Y9307,Y9307,110164,93,113666,gaming,English,Goverment
Y9308,Y9308,65677,29,43009,music,Japanese,NGO
Y9309,Y9309,70638,17,93504,news,English,Goverment
Y9310,Y9310,79440,64,15306,music,English,Individual
Y9311,Y9311,72080,36,64100,music,English,Individual
Y9312,Y9312,40778,15,1945,travel,Chinese,NGO
Y9313,Y9313,176922,87,42611,music,English,Individual
Y9314,Y9314,98066,14,54110,music,English,NGO
Y9315,Y9315,33862,67,15780,food,English,NGO
Y9316,Y9316,107878,55,120763,food,English,NGO
Y9317,Y9317,71019,51,45527,news,Spanish,Corperate
Y9318,Y9318,212132,58,161347,travel,Russia,Individual
Y9319,Y9319,105252,28,78311,travel,English,Corperate
Y9320,Y9320,1,78,0,food,Spanish,Individual
Y9321,Y9321,100110,26,44023,travel,English,Individual
Y9322,Y9322,79926,87,103778,music,English,Individual
Y9323,Y9323,100418,53,12812,food,English,Goverment
Y9324,Y9324,120772,92,169055,food,English,Individual
Y9325,Y9325,138944,43,27063,music,English,Individual
Y9326,Y9326,79732,91,19436,music,Franch,NGO
Y9327,Y9327,137106,90,156866,music,Spanish,Individual
Y9328,Y9328,33594,68,4426,food,Japanese,Individual
Y9329,Y9329,96476,62,37259,music,English,NGO
Y9330,Y9330,20184,56,20370,food,English,NGO
Y9331,Y9331,54810,92,31702,travel,Russia,Goverment
Y9332,Y9332,41022,99,4567,gaming,English,Corperate
Y9333,Y9333,46124,95,61529,music,English,Goverment
Y9334,Y9334,136474,2,28890,gaming,Spanish,NGO
Y9335,Y9335,54157,51,33976,music,Japanese,NGO
Y9336,Y9336,133887,51,164965,music,Japanese,Goverment
Y9337,Y9337,185115,9,20845,travel,Japanese,NGO
Y9338,Y9338,63085,91,71558,gaming,Japanese,Individual
Y9339,Y9339,93456,35,136479,gaming,Chinese,Individual
Y9340,Y9340,126663,32,131428,travel,Japanese,Individual
Y9341,Y9341,147374,69,32189,travel,Franch,Goverment
Y9342,Y9342,89760,78,119559,gaming,English,NGO
Y9343,Y9343,65951,71,99078,food,English,Goverment
Y9344,Y9344,60331,44,16081,news,English,Individual
Y9345,Y9345,142483,97,104928,music,Franch,Individual
Y9346,Y9346,89536,47,46615,food,English,Goverment
Y9347,Y9347,141934,38,130254,travel,English,NGO
Y9348,Y9348,11523,74,10936,food,Chinese,Individual
Y9349,Y9349,47860,19,56485,travel,English,Individual
Y9350,Y9350,1,60,411,food,English,NGO
Y9351,Y9351,122652,17,49291,gaming,Spanish,NGO
Y9352,Y9352,193300,41,16407,food,English,Goverment
Y9353,Y9353,169826,6,181681,travel,English,NGO
Y9354,Y9354,158122,35,133607,gaming,Spanish,Individual
Y9355,Y9355,103418,98,16252,travel,English,NGO
Y9356,Y9356,113242,83,16289,gaming,Japanese,Corperate
Y9357,Y9357,121484,93,157879,travel,English,NGO
Y9358,Y9358,97832,41,66879,gaming,English,Individual
Y9359,Y9359,149888,93,163171,gaming,Chinese,Corperate
Y9360,Y9360,109264,72,161435,gaming,Spanish,Goverment
Y9361,Y9361,90821,2,111998,news,Japanese,Goverment
Y9362,Y9362,12978,22,3667,travel,Chinese,NGO
Y9363,Y9363,58475,34,55800,travel,Japanese,Goverment
Y9364,Y9364,23237,48,18160,music,Spanish,NGO
Y9365,Y9365,39983,49,51876,gaming,English,Individual
Y9366,Y9366,26526,34,22370,food,Franch,Individual
Y9367,Y9367,100429,5,101421,food,English,Individual
Y9368,Y9368,57971,92,83160,travel,Franch,NGO
Y9369,Y9369,94994,71,93210,travel,Spanish,Individual
Y9370,Y9370,109385,79,51574,travel,Japanese,Individual
Y9371,Y9371,67269,77,93656,music,Russia,Individual
Y9372,Y9372,53867,3,15139,travel,English,Individual
Y9373,Y9373,153941,39,30913,music,Franch,Corperate
Y9374,Y9374,112537,45,88414,gaming,Franch,NGO
Y9375,Y9375,165417,20,77428,music,Japanese,NGO
Y9376,Y9376,110588,55,8066,food,Japanese,NGO
Y9377,Y9377,95318,38,56918,food,English,Individual
Y9378,Y9378,144652,33,82510,gaming,Chinese,Goverment
Y9379,Y9379,58547,47,11541,food,English,Individual
Y9380,Y9380,132541,16,107303,travel,Chinese,Individual
Y9381,Y9381,49192,7,51230,travel,Spanish,Individual
Y9382,Y9382,130311,35,143847,news,Russia,Individual
Y9383,Y9383,88755,97,104087,news,English,Individual
Y9384,Y9384,66510,76,49260,news,English,NGO
Y9385,Y9385,130505,7,30815,gaming,Japanese,Corperate
Y9386,Y9386,193646,98,25451,food,Spanish,Individual
Y9387,Y9387,170950,2,180680,news,Spanish,Individual
Y9388,Y9388,175773,56,57176,gaming,Chinese,Goverment
Y9389,Y9389,170027,73,27364,gaming,English,Goverment
Y9390,Y9390,67918,60,29293,news,Russia,Goverment
Y9391,Y9391,121786,20,2961,news,English,Corperate
Y9392,Y9392,149649,65,157215,travel,English,NGO
Y9393,Y9393,220238,37,169235,food,English,Individual
Y9394,Y9394,121111,30,51560,news,Russia,Individual
Y9395,Y9395,69466,92,9646,music,English,NGO
Y9396,Y9396,112908,2,91847,news,Russia,Goverment
Y9397,Y9397,2384,81,2047,travel,English,NGO
Y9398,Y9398,113297,87,56759,travel,Franch,NGO
Y9399,Y9399,121578,3,176475,news,Japanese,Individual
Y9400,Y9400,112731,55,49238,music,Spanish,Corperate
Y9401,Y9401,83118,77,41257,news,Chinese,Goverment
Y9402,Y9402,103834,27,44903,music,Russia,Individual
Y9403,Y9403,132544,22,49782,food,Russia,NGO
Y9404,Y9404,103604,76,109032,news,English,Individual
Y9405,Y9405,126969,77,1353,food,English,Individual
Y9406,Y9406,63268,64,60729,news,English,NGO
Y9407,Y9407,153725,59,121,travel,English,Individual
Y9408,Y9408,107652,67,98535,music,Russia,NGO
Y9409,Y9409,68272,58,76675,gaming,English,Corperate
Y9410,Y9410,92744,44,121133,music,Japanese,Individual
Y9411,Y9411,212227,39,81473,news,Spanish,NGO
Y9412,Y9412,43910,55,37036,music,English,NGO
Y9413,Y9413,132655,20,67228,travel,Japanese,Goverment
Y9414,Y9414,84758,13,23870,food,English,Corperate
Y9415,Y9415,160403,68,235839,travel,Russia,NGO
Y9416,Y9416,44040,24,46532,news,Franch,NGO
Y9417,Y9417,1,45,804,music,Spanish,Individual
Y9418,Y9418,187727,70,47743,gaming,English,Goverment
Y9419,Y9419,2408,39,0,food,Franch,Goverment
Y9420,Y9420,136297,92,47225,travel,English,Goverment
Y9421,Y9421,137715,35,71206,food,Spanish,Goverment
Y9422,Y9422,139595,45,207480,gaming,English,NGO
Y9423,Y9423,131991,64,162780,travel,English,Individual
Y9424,Y9424,138622,98,199627,gaming,Spanish,Individual
Y9425,Y9425,37044,43,41291,news,English,Goverment
Y9426,Y9426,75285,27,46859,news,Japanese,Individual
Y9427,Y9427,108483,92,138396,gaming,Japanese,Goverment
Y9428,Y9428,90469,69,74708,travel,Russia,NGO
Y9429,Y9429,162417,43,131800,gaming,English,Individual
Y9430,Y9430,26324,93,9263,food,Japanese,Goverment
Y9431,Y9431,125554,14,163734,travel,Franch,Individual
Y9432,Y9432,99010,45,138926,travel,Franch,NGO
Y9433,Y9433,75988,61,0,travel,English,Individual
Y9434,Y9434,134434,57,128094,travel,Russia,Individual
Y9435,Y9435,87763,84,77698,food,English,NGO
Y9436,Y9436,150999,46,70796,news,Chinese,NGO
Y9437,Y9437,127481,87,92431,travel,English,Individual
Y9438,Y9438,181906,58,99369,gaming,Chinese,Individual
Y9439,Y9439,1,67,0,gaming,English,Individual
Y9440,Y9440,34381,83,49061,news,English,Individual
Y9441,Y9441,102480,9,143268,news,English,Goverment
Y9442,Y9442,173426,13,39707,food,English,Individual
Y9443,Y9443,79426,96,62678,news,Spanish,NGO
Y9444,Y9444,43268,80,24347,news,Chinese,NGO
Y9445,Y9445,134744,21,70814,travel,Chinese,NGO
Y9446,Y9446,123737,28,144570,news,Spanish,Individual
Y9447,Y9447,116267,44,151846,travel,English,Individual
Y9448,Y9448,36807,80,48317,gaming,English,NGO
Y9449,Y9449,74837,58,30869,travel,Russia,NGO
Y9450,Y9450,19734,63,1667,food,Chinese,Individual
Y9451,Y9451,144037,79,197205,food,English,NGO
Y9452,Y9452,138333,20,111485,news,Franch,Individual
Y9453,Y9453,129007,99,148172,gaming,Spanish,Individual
Y9454,Y9454,132908,30,196906,news,Russia,Individual
Y9455,Y9455,153257,8,144116,travel,Russia,NGO
Y9456,Y9456,107096,31,71955,music,Spanish,NGO
Y9457,Y9457,107627,2,140089,music,English,NGO
Y9458,Y9458,148090,8,16308,travel,English,Individual
Y9459,Y9459,96488,89,139099,gaming,English,Individual
Y9460,Y9460,76321,66,73600,gaming,English,Individual
Y9461,Y9461,135162,97,32585,music,English,Goverment
Y9462,Y9462,6754,21,484,gaming,English,Individual
Y9463,Y9463,81693,68,38421,music,English,NGO
Y9464,Y9464,132500,16,65437,travel,English,Individual
Y9465,Y9465,77787,25,77162,food,Franch,Individual
Y9466,Y9466,1,37,824,gaming,English,NGO
Y9467,Y9467,28891,80,21214,food,English,Goverment
Y9468,Y9468,87895,46,109107,gaming,Russia,NGO
Y9469,Y9469,81755,73,33934,music,Chinese,Goverment
Y9470,Y9470,199316,85,221373,gaming,Russia,Individual
Y9471,Y9471,178991,4,211941,food,English,Individual
Y9472,Y9472,114366,12,103715,gaming,English,Goverment
Y9473,Y9473,110232,11,88260,travel,English,Individual
Y9474,Y9474,106614,34,31189,food,Japanese,Individual
Y9475,Y9475,35323,88,44234,travel,English,NGO
Y9476,Y9476,158680,59,170742,news,Chinese,Goverment
Y9477,Y9477,24754,2,31903,travel,English,NGO
Y9478,Y9478,69899,23,19894,music,English,Individual
Y9479,Y9479,196200,83,33890,gaming,English,Individual
Y9480,Y9480,3530,64,5476,news,Japanese,Goverment
Y9481,Y9481,178898,25,101355,news,English,Goverment
Y9482,Y9482,48541,11,19289,news,English,Corperate
Y9483,Y9483,111200,22,155236,music,Franch,Corperate
Y9484,Y9484,75242,31,30620,gaming,Japanese,NGO
Y9485,Y9485,112274,68,64,food,Japanese,Goverment
Y9486,Y9486,188624,66,280921,food,Japanese,Goverment
Y9487,Y9487,53432,16,29712,food,English,Individual
Y9488,Y9488,26697,61,23223,food,Chinese,Corperate
Y9489,Y9489,68334,15,21628,food,English,Corperate
Y9490,Y9490,197940,14,135826,gaming,English,NGO
Y9491,Y9491,124270,2,85589,news,Spanish,Individual
Y9492,Y9492,120946,99,22520,travel,English,Individual
Y9493,Y9493,115261,39,95159,travel,English,Corperate
Y9494,Y9494,193937,25,51013,food,Spanish,Individual
Y9495,Y9495,169923,91,1712,gaming,Russia,Corperate
Y9496,Y9496,35131,66,5170,news,Chinese,NGO
Y9497,Y9497,150607,70,214307,music,English,Goverment
Y9498,Y9498,137889,72,154496,food,Russia,Individual
Y9499,Y9499,72919,70,581,gaming,Japanese,NGO
Y9500,Y9500,93689,76,15941,music,Franch,NGO
Y9501,Y9501,1,77,396,food,English,NGO
Y9502,Y9502,102138,66,77971,news,Russia,NGO
Y9503,Y9503,66192,15,52862,music,Chinese,Goverment
Y9504,Y9504,102666,3,67371,gaming,Franch,NGO
Y9505,Y9505,103958,23,131264,music,English,Individual
Y9506,Y9506,107806,37,84531,travel,Japanese,Individual
Y9507,Y9507,171475,95,250070,music,English,NGO
Y9508,Y9508,104221,24,88668,news,Russia,Individual
Y9509,Y9509,48523,93,15958,gaming,English,Individual
Y9510,Y9510,40873,96,15218,gaming,Franch,Goverment
Y9511,Y9511,69446,28,40646,gaming,English,Individual
Y9512,Y9512,109277,25,106484,gaming,English,Goverment
Y9513,Y9513,125180,24,27261,music,Franch,Individual
Y9514,Y9514,59208,60,22382,food,Chinese,Individual
Y9515,Y9515,112732,49,117639,food,Chinese,Goverment
Y9516,Y9516,152241,30,29340,music,English,Individual
Y9517,Y9517,81428,30,65304,food,English,Goverment
Y9518,Y9518,91605,30,50697,news,English,NGO
Y9519,Y9519,132212,51,132051,news,English,Goverment
Y9520,Y9520,114097,86,159458,gaming,Russia,NGO
Y9521,Y9521,114930,33,81937,travel,Japanese,Individual
Y9522,Y9522,111082,29,11153,news,English,NGO
Y9523,Y9523,103246,23,129346,music,English,Individual
Y9524,Y9524,86563,74,109919,news,Franch,NGO
Y9525,Y9525,130253,51,52041,news,Japanese,Individual
Y9526,Y9526,47567,58,11377,food,English,Individual
Y9527,Y9527,40467,78,24768,gaming,English,Goverment
Y9528,Y9528,39191,31,31303,gaming,Spanish,Individual
Y9529,Y9529,98651,33,55374,food,Japanese,NGO
Y9530,Y9530,50701,57,55173,music,Russia,Individual
Y9531,Y9531,25769,18,10347,food,English,NGO
Y9532,Y9532,170815,21,23858,gaming,English,Individual
Y9533,Y9533,181514,71,197207,food,English,NGO
Y9534,Y9534,94399,20,2674,music,English,Individual
Y9535,Y9535,115717,66,116827,music,Spanish,NGO
Y9536,Y9536,169535,17,58255,music,English,NGO
Y9537,Y9537,80983,55,31983,music,Spanish,Goverment
Y9538,Y9538,111016,57,84170,food,English,Individual
Y9539,Y9539,93936,79,28744,food,Japanese,Goverment
Y9540,Y9540,65410,26,3728,food,Chinese,NGO
Y9541,Y9541,36119,90,23229,travel,English,Individual
Y9542,Y9542,82027,53,105715,gaming,English,NGO
Y9543,Y9543,179481,92,70542,travel,English,NGO
Y9544,Y9544,93757,95,33841,music,Spanish,Individual
Y9545,Y9545,110199,88,141239,travel,English,NGO
Y9546,Y9546,127474,61,81882,travel,Chinese,Individual
Y9547,Y9547,106887,73,98968,music,English,Goverment
Y9548,Y9548,8030,20,8924,gaming,English,NGO
Y9549,Y9549,74793,34,62204,music,Japanese,Individual
Y9550,Y9550,72534,20,95200,music,English,NGO
Y9551,Y9551,82497,5,112985,news,Japanese,NGO
Y9552,Y9552,34096,57,36573,food,Spanish,Goverment
Y9553,Y9553,188264,90,156715,news,English,NGO
Y9554,Y9554,60563,40,10009,news,Franch,Individual
Y9555,Y9555,88656,95,78536,travel,Chinese,Individual
Y9556,Y9556,103455,32,17698,gaming,English,NGO
Y9557,Y9557,89281,55,65685,food,English,Individual
Y9558,Y9558,120174,19,79638,gaming,Chinese,Individual
Y9559,Y9559,99427,33,13740,news,English,NGO
Y9560,Y9560,38816,57,41265,food,Franch,NGO
Y9561,Y9561,101905,88,94796,music,Franch,NGO
Y9562,Y9562,119386,53,98781,music,English,Individual
Y9563,Y9563,121699,40,62090,food,English,Individual
Y9564,Y9564,49430,51,23785,music,English,NGO
Y9565,Y9565,151440,49,191122,gaming,English,Goverment
Y9566,Y9566,128826,12,140130,gaming,English,NGO
Y9567,Y9567,144496,74,116789,food,Chinese,Individual
Y9568,Y9568,1,26,0,music,Franch,NGO
Y9569,Y9569,158529,80,48555,food,Spanish,Goverment
Y9570,Y9570,260340,59,327159,food,Japanese,NGO
Y9571,Y9571,65400,2,84228,gaming,English,Corperate
Y9572,Y9572,98181,41,20092,food,Chinese,NGO
Y9573,Y9573,102224,72,145258,news,Chinese,Goverment
Y9574,Y9574,120056,69,23432,gaming,Franch,NGO
Y9575,Y9575,123319,96,179041,music,English,Individual
Y9576,Y9576,111893,34,127776,food,Spanish,Individual
Y9577,Y9577,52728,31,67083,news,English,Individual
Y9578,Y9578,28905,32,3507,food,English,Individual
Y9579,Y9579,79435,10,16122,food,English,Individual
Y9580,Y9580,128594,38,119875,news,English,Individual
Y9581,Y9581,121985,15,12507,travel,English,Individual
Y9582,Y9582,122114,20,83425,news,English,Individual
Y9583,Y9583,126292,92,111373,gaming,Spanish,NGO
Y9584,Y9584,26392,32,700,travel,Spanish,Individual
Y9585,Y9585,103511,36,71947,food,Chinese,Individual
Y9586,Y9586,144111,81,198301,travel,English,Goverment
Y9587,Y9587,88234,20,72369,travel,Franch,Goverment
Y9588,Y9588,83079,12,98133,gaming,English,Individual
Y9589,Y9589,162905,86,196449,travel,English,NGO
Y9590,Y9590,107926,79,77371,music,Japanese,NGO
Y9591,Y9591,147876,21,7566,gaming,English,Goverment
Y9592,Y9592,179902,39,149383,music,English,Individual
Y9593,Y9593,149500,44,20474,music,Spanish,Goverment
Y9594,Y9594,123228,83,178850,gaming,English,NGO
Y9595,Y9595,158372,12,197881,food,Chinese,Corperate
Y9596,Y9596,134988,79,156060,news,Chinese,Corperate
Y9597,Y9597,75129,24,57721,music,English,Individual
Y9598,Y9598,180289,80,266679,food,English,Individual
Y9599,Y9599,131136,23,72034,music,Japanese,NGO
Y9600,Y9600,145452,30,102096,food,Spanish,Corperate
Y9601,Y9601,181283,36,159252,music,English,Individual
Y9602,Y9602,125492,85,107473,food,English,NGO
Y9603,Y9603,144584,9,4159,travel,Russia,NGO
Y9604,Y9604,61447,40,18437,news,Spanish,NGO
Y9605,Y9605,87907,24,14280,food,English,Individual
Y9606,Y9606,56862,95,23846,food,Chinese,Goverment
Y9607,Y9607,96630,12,58509,news,Spanish,Individual
Y9608,Y9608,207537,34,33686,travel,English,Goverment
Y9609,Y9609,88987,31,130757,food,English,NGO
Y9610,Y9610,70610,56,81519,news,English,Corperate
Y9611,Y9611,1,18,73,news,English,NGO
Y9612,Y9612,89428,64,113050,gaming,English,NGO
Y9613,Y9613,116132,59,40717,news,Chinese,Goverment
Y9614,Y9614,160978,53,187734,news,Japanese,Individual
Y9615,Y9615,98321,63,58580,gaming,English,Goverment
Y9616,Y9616,48578,77,34485,gaming,Chinese,Individual
Y9617,Y9617,36645,96,54633,gaming,Japanese,NGO
Y9618,Y9618,7189,82,9640,travel,Russia,Individual
Y9619,Y9619,62619,26,35386,music,English,Goverment
Y9620,Y9620,1,85,0,news,English,Goverment
Y9621,Y9621,100804,85,123998,gaming,Japanese,Individual
Y9622,Y9622,75609,28,60987,gaming,Franch,NGO
Y9623,Y9623,98480,85,103251,music,English,Individual
Y9624,Y9624,215151,37,308620,travel,English,NGO
Y9625,Y9625,132901,24,170549,travel,Spanish,Individual
Y9626,Y9626,91859,94,85953,travel,English,Individual
Y9627,Y9627,94178,4,96966,music,Chinese,Individual
Y9628,Y9628,109202,26,153428,travel,Russia,Goverment
Y9629,Y9629,82191,69,15055,food,Franch,NGO
Y9630,Y9630,113739,90,1161,music,English,Goverment
Y9631,Y9631,90060,6,53087,news,Franch,NGO
Y9632,Y9632,146024,71,96064,news,English,NGO
Y9633,Y9633,41081,32,21196,food,English,Individual
Y9634,Y9634,118392,12,164334,food,English,Individual
Y9635,Y9635,99732,70,6645,music,Chinese,Individual
Y9636,Y9636,131289,66,33755,gaming,Russia,Corperate
Y9637,Y9637,155718,95,174328,travel,English,Individual
Y9638,Y9638,31186,96,37081,gaming,English,Individual
Y9639,Y9639,76346,63,102829,travel,Russia,Individual
Y9640,Y9640,146527,83,148952,music,English,NGO
Y9641,Y9641,106184,65,17993,news,English,Individual
Y9642,Y9642,101528,89,137873,news,English,NGO
Y9643,Y9643,38584,21,34071,gaming,Russia,Individual
Y9644,Y9644,151321,41,65848,music,English,NGO
Y9645,Y9645,60540,48,85663,food,English,NGO
Y9646,Y9646,157329,7,86200,gaming,English,NGO
Y9647,Y9647,133171,67,128288,news,English,Individual
Y9648,Y9648,112210,53,121842,music,Japanese,Goverment
Y9649,Y9649,1,47,0,gaming,Japanese,NGO
Y9650,Y9650,29211,69,4179,news,Spanish,Goverment
Y9651,Y9651,101953,34,25040,gaming,English,NGO
Y9652,Y9652,131388,32,86549,gaming,English,NGO
Y9653,Y9653,64652,32,13455,news,English,Individual
Y9654,Y9654,84295,10,107186,travel,Russia,Individual
Y9655,Y9655,135639,78,87639,gaming,English,Goverment
Y9656,Y9656,89608,62,4745,news,English,Goverment
Y9657,Y9657,209863,90,149406,news,Spanish,NGO
Y9658,Y9658,142844,10,931,travel,English,Individual
Y9659,Y9659,152063,37,164406,news,English,Goverment
Y9660,Y9660,106119,42,77606,food,Japanese,NGO
Y9661,Y9661,82258,21,119272,food,English,NGO
Y9662,Y9662,92009,67,43440,food,Chinese,Individual
Y9663,Y9663,124233,22,568,travel,Franch,Goverment
Y9664,Y9664,73352,78,18490,gaming,English,Individual
Y9665,Y9665,64198,11,83339,food,English,Individual
Y9666,Y9666,100121,70,141990,music,English,NGO
Y9667,Y9667,155199,53,59955,music,English,Individual
Y9668,Y9668,64833,79,79539,news,English,Corperate
Y9669,Y9669,170072,71,216773,food,English,Goverment
Y9670,Y9670,52912,10,21324,gaming,Spanish,Individual
Y9671,Y9671,125417,78,151946,travel,Russia,NGO
Y9672,Y9672,126593,73,84119,travel,English,Individual
